x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.464024156332016,0.7780996561050415,-4.469892189717939e-07,0.6048378944396973,0.7150225043296814,-0.028467673808336258,0.6908061504364014,0.5798857808113098,-0.028771067038178444,0.708797812461853,0.4545627534389496,-0.029771147295832634,0.7147842049598694,0.3738936483860016,-0.021395383402705193,0.6309707760810852,0.49211302399635315,0.008577395230531693,0.6347100138664246,0.4234123229980469,-0.03698199987411499,0.616408109664917,0.5115846991539001,-0.06130578741431236,0.6151922345161438,0.5403450727462769,-0.07313423603773117,0.5473586916923523,0.48832646012306213,0.0029072382021695375,0.5469304323196411,0.4224620461463928,-0.03821081668138504,0.5421218872070312,0.5298987030982971,-0.0457250215113163,0.5475912094116211,0.5480782389640808,-0.046773359179496765,0.4668218493461609,0.49938878417015076,-0.012503375299274921,0.4664103388786316,0.44005152583122253,-0.06243168190121651,0.47157323360443115,0.542805016040802,-0.046408336609601974,0.4793928265571594,0.5661934614181519,-0.027136635035276413,0.3867115378379822,0.5163194537162781,-0.030381297692656517,0.3870231509208679,0.47060948610305786,-0.05789603292942047,0.40074557065963745,0.5382872819900513,-0.040640491992235184,0.4070141911506653,0.563491702079773,-0.02346791699528694,A
0.464024156332016,0.7780996561050415,-4.469892189717939e-07,0.6048378944396973,0.7150225043296814,-0.028467673808336258,0.6908061504364014,0.5798857808113098,-0.028771067038178444,0.708797812461853,0.4545627534389496,-0.029771147295832634,0.7147842049598694,0.3738936483860016,-0.021395383402705193,0.6309707760810852,0.49211302399635315,0.008577395230531693,0.6347100138664246,0.4234123229980469,-0.03698199987411499,0.616408109664917,0.5115846991539001,-0.06130578741431236,0.6151922345161438,0.5403450727462769,-0.07313423603773117,0.5473586916923523,0.48832646012306213,0.0029072382021695375,0.5469304323196411,0.4224620461463928,-0.03821081668138504,0.5421218872070312,0.5298987030982971,-0.0457250215113163,0.5475912094116211,0.5480782389640808,-0.046773359179496765,0.4668218493461609,0.49938878417015076,-0.012503375299274921,0.4664103388786316,0.44005152583122253,-0.06243168190121651,0.47157323360443115,0.542805016040802,-0.046408336609601974,0.4793928265571594,0.5661934614181519,-0.027136635035276413,0.3867115378379822,0.5163194537162781,-0.030381297692656517,0.3870231509208679,0.47060948610305786,-0.05789603292942047,0.40074557065963745,0.5382872819900513,-0.040640491992235184,0.4070141911506653,0.563491702079773,-0.02346791699528694,A
0.3294749855995178,0.932693600654602,-4.3021060491810204e-07,0.4566344618797302,0.8532798290252686,-0.022263284772634506,0.5204720497131348,0.7156195044517517,-0.023176968097686768,0.5308661460876465,0.5954073071479797,-0.027451585978269577,0.5245485305786133,0.5174404978752136,-0.025909842923283577,0.46421974897384644,0.6452707648277283,0.017003750428557396,0.4526500999927521,0.5838595628738403,-0.023575065657496452,0.44385209679603577,0.6565651297569275,-0.05166971683502197,0.44476473331451416,0.6857645511627197,-0.06802859902381897,0.3882271647453308,0.6533209085464478,0.009078623726963997,0.3719002604484558,0.5931044816970825,-0.030690424144268036,0.3790470063686371,0.6804726123809814,-0.04562817141413689,0.3864228129386902,0.7046310901641846,-0.053094532340765,0.31806230545043945,0.6734672784805298,-0.0075383298099040985,0.30122455954551697,0.621304452419281,-0.051757071167230606,0.31648483872413635,0.7020819187164307,-0.045357558876276016,0.32584214210510254,0.7281659245491028,-0.03441372886300087,0.250836044549942,0.6993086934089661,-0.026694802567362785,0.2368846982717514,0.6578582525253296,-0.05127013102173805,0.2527649402618408,0.7073078751564026,-0.042012427002191544,0.26270854473114014,0.7317503690719604,-0.032187823206186295,A
0.5314103960990906,0.9532145261764526,-8.027520266296051e-07,0.699453592300415,0.8992105722427368,-0.028708068653941154,0.8197444081306458,0.7548611164093018,-0.031030775979161263,0.8564313650131226,0.6003748178482056,-0.034148894250392914,0.8711717128753662,0.5032116174697876,-0.02440262958407402,0.7671546936035156,0.6430334448814392,0.004094004165381193,0.7808939814567566,0.5481528639793396,-0.052869103848934174,0.7451454997062683,0.6588008999824524,-0.079841747879982,0.7414471507072449,0.6897510290145874,-0.09352213889360428,0.662171483039856,0.6259898543357849,-0.0062991902232170105,0.6763665676116943,0.5400974750518799,-0.057672105729579926,0.6524735689163208,0.680189847946167,-0.064272940158844,0.6568506360054016,0.6871349215507507,-0.0646173357963562,0.5623123645782471,0.6274373531341553,-0.02709842659533024,0.5791110396385193,0.5543820858001709,-0.08960260450839996,0.568058967590332,0.6865323781967163,-0.06497371941804886,0.5725297331809998,0.6950272917747498,-0.039324063807725906,0.4636586010456085,0.6362412571907043,-0.04985012114048004,0.4803537428379059,0.5828201770782471,-0.08204779773950577,0.48290324211120605,0.6671952605247498,-0.05568986386060715,0.4791469871997833,0.6831315159797668,-0.03239713981747627,A
0.3294749855995178,0.932693600654602,-4.3021060491810204e-07,0.4566344618797302,0.8532798290252686,-0.022263284772634506,0.5204720497131348,0.7156195044517517,-0.023176968097686768,0.5308661460876465,0.5954073071479797,-0.027451585978269577,0.5245485305786133,0.5174404978752136,-0.025909842923283577,0.46421974897384644,0.6452707648277283,0.017003750428557396,0.4526500999927521,0.5838595628738403,-0.023575065657496452,0.44385209679603577,0.6565651297569275,-0.05166971683502197,0.44476473331451416,0.6857645511627197,-0.06802859902381897,0.3882271647453308,0.6533209085464478,0.009078623726963997,0.3719002604484558,0.5931044816970825,-0.030690424144268036,0.3790470063686371,0.6804726123809814,-0.04562817141413689,0.3864228129386902,0.7046310901641846,-0.053094532340765,0.31806230545043945,0.6734672784805298,-0.0075383298099040985,0.30122455954551697,0.621304452419281,-0.051757071167230606,0.31648483872413635,0.7020819187164307,-0.045357558876276016,0.32584214210510254,0.7281659245491028,-0.03441372886300087,0.250836044549942,0.6993086934089661,-0.026694802567362785,0.2368846982717514,0.6578582525253296,-0.05127013102173805,0.2527649402618408,0.7073078751564026,-0.042012427002191544,0.26270854473114014,0.7317503690719604,-0.032187823206186295,A
0.44334447383880615,0.9061186909675598,-3.7718635326200456e-07,0.5672454237937927,0.8166440725326538,-0.027041399851441383,0.6350474953651428,0.6823842525482178,-0.03013383038341999,0.6409430503845215,0.5624914169311523,-0.03525659814476967,0.6368454694747925,0.4816432595252991,-0.03212009370326996,0.5715337991714478,0.606447696685791,0.01382044143974781,0.5708077549934387,0.5453394651412964,-0.028726911172270775,0.5640896558761597,0.6256218552589417,-0.05281389132142067,0.5655062198638916,0.649954617023468,-0.06520553678274155,0.49375709891319275,0.6128114461898804,0.007414237130433321,0.48784559965133667,0.5557271242141724,-0.033117689192295074,0.4931773543357849,0.6519595384597778,-0.043456584215164185,0.4983363151550293,0.6679710745811462,-0.046768151223659515,0.41891059279441833,0.6330193877220154,-0.008520024828612804,0.4116460680961609,0.5825152397155762,-0.05659899115562439,0.42744147777557373,0.6725102663040161,-0.04439041391015053,0.4370318055152893,0.6933684945106506,-0.028481170535087585,0.34369850158691406,0.6580283045768738,-0.026936795562505722,0.339306116104126,0.6174830198287964,-0.052981387823820114,0.3597562611103058,0.6757972240447998,-0.03828253597021103,0.3706399202346802,0.6989210247993469,-0.023591184988617897,A
0.44334447383880615,0.9061186909675598,-3.7718635326200456e-07,0.5672454237937927,0.8166440725326538,-0.027041399851441383,0.6350474953651428,0.6823842525482178,-0.03013383038341999,0.6409430503845215,0.5624914169311523,-0.03525659814476967,0.6368454694747925,0.4816432595252991,-0.03212009370326996,0.5715337991714478,0.606447696685791,0.01382044143974781,0.5708077549934387,0.5453394651412964,-0.028726911172270775,0.5640896558761597,0.6256218552589417,-0.05281389132142067,0.5655062198638916,0.649954617023468,-0.06520553678274155,0.49375709891319275,0.6128114461898804,0.007414237130433321,0.48784559965133667,0.5557271242141724,-0.033117689192295074,0.4931773543357849,0.6519595384597778,-0.043456584215164185,0.4983363151550293,0.6679710745811462,-0.046768151223659515,0.41891059279441833,0.6330193877220154,-0.008520024828612804,0.4116460680961609,0.5825152397155762,-0.05659899115562439,0.42744147777557373,0.6725102663040161,-0.04439041391015053,0.4370318055152893,0.6933684945106506,-0.028481170535087585,0.34369850158691406,0.6580283045768738,-0.026936795562505722,0.339306116104126,0.6174830198287964,-0.052981387823820114,0.3597562611103058,0.6757972240447998,-0.03828253597021103,0.3706399202346802,0.6989210247993469,-0.023591184988617897,A
0.4471476078033447,0.8945735692977905,-4.233291974742315e-07,0.5762147903442383,0.8127923607826233,-0.02280416525900364,0.6477945446968079,0.6755049824714661,-0.025073518976569176,0.6589630246162415,0.5564131736755371,-0.030689217150211334,0.6527544260025024,0.475129097700119,-0.02987896464765072,0.5899275541305542,0.6050761938095093,0.011460995301604271,0.5834659934043884,0.5379412770271301,-0.032791417092084885,0.5744852423667908,0.6156991720199585,-0.05993832275271416,0.5791211724281311,0.649414598941803,-0.07459647208452225,0.5105732679367065,0.6114020943641663,0.002239068504422903,0.4976620078086853,0.5464193224906921,-0.04095458984375,0.500207245349884,0.6377464532852173,-0.052149493247270584,0.5068440437316895,0.6672587394714355,-0.05582904815673828,0.43504804372787476,0.6292799115180969,-0.015991168096661568,0.4220050573348999,0.572623610496521,-0.06435421854257584,0.43265438079833984,0.6602528691291809,-0.05105401203036308,0.4423608183860779,0.6940606236457825,-0.0345631018280983,0.3600260317325592,0.6520839333534241,-0.03690998628735542,0.35019949078559875,0.609677791595459,-0.06483207643032074,0.36429521441459656,0.6688703298568726,-0.0511004701256752,0.37455424666404724,0.6994104981422424,-0.036928363144397736,A
0.46410295367240906,0.6299436092376709,-3.388445861673972e-07,0.5986114740371704,0.5553944706916809,-0.01713196374475956,0.6717715263366699,0.42796629667282104,-0.018340153619647026,0.6846510171890259,0.31098538637161255,-0.024136163294315338,0.6852752566337585,0.23035745322704315,-0.023255081847310066,0.6121861934661865,0.35676109790802,0.010730131529271603,0.6117381453514099,0.277433842420578,-0.031526193022727966,0.6009670495986938,0.36202025413513184,-0.056799523532390594,0.6032282114028931,0.399810791015625,-0.06966865062713623,0.532810628414154,0.3559284210205078,0.00014906171418260783,0.5280575156211853,0.28134870529174805,-0.036584459245204926,0.5299263596534729,0.3781806230545044,-0.04456291347742081,0.5344914793968201,0.4066416025161743,-0.04754488542675972,0.4561614692211151,0.36839351058006287,-0.01825212873518467,0.4552691578865051,0.2961433231830597,-0.060675472021102905,0.4637718200683594,0.38904350996017456,-0.043345771729946136,0.4680875837802887,0.42522355914115906,-0.02519729733467102,0.3785168528556824,0.38628214597702026,-0.03865081071853638,0.37734025716781616,0.3328692317008972,-0.06236475333571434,0.39473623037338257,0.3931814134120941,-0.04486548900604248,0.4013150930404663,0.426335871219635,-0.028336605057120323,A
0.46307629346847534,0.6200749278068542,-3.470667309102282e-07,0.5964773893356323,0.5482125878334045,-0.01652470976114273,0.6668792963027954,0.42199385166168213,-0.01551936287432909,0.6781399250030518,0.3052716553211212,-0.019076256081461906,0.677115261554718,0.22700655460357666,-0.01656327210366726,0.6079633831977844,0.349518358707428,0.01739192008972168,0.6042909622192383,0.27746301889419556,-0.021665604785084724,0.5940743088722229,0.3571161925792694,-0.04519965499639511,0.5968471169471741,0.39501893520355225,-0.057140421122312546,0.5292165279388428,0.3495151400566101,0.007824571803212166,0.5198584794998169,0.2775406837463379,-0.02886674739420414,0.5222927331924438,0.37207522988319397,-0.037704069167375565,0.528189480304718,0.402805358171463,-0.04025423899292946,0.4534931182861328,0.362272709608078,-0.009591731242835522,0.4482432007789612,0.29250994324684143,-0.05330684781074524,0.4577363133430481,0.3851962089538574,-0.037980612367391586,0.46317994594573975,0.421753853559494,-0.02021690271794796,0.376695454120636,0.3804599642753601,-0.0288443211466074,0.3744553029537201,0.3285866975784302,-0.05444314330816269,0.39071011543273926,0.3897111713886261,-0.03883349150419235,0.3975198566913605,0.4226943552494049,-0.02293558046221733,A
